invoice_id,subscription_id,invoice_date,due_date,invoice_amount,tax_amount,payment_status,payment_date,payment_method,record_status,status_reason,payment_status_norm
I0002768,S001419,2024-01-06,2024-01-31,44485.95,,Pending,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Pending
I0002769,S001724,2025-08-04,2025-08-17,55092.22,-3658.4,Failed,2025-10-12,Card,INVALID,Negative tax_amount,Failed
I0002770,S001932,2024-08-13,2024-09-20,43169.04,,Pending,2024-08-12,,INVALID,Invoice references non-existent/invalid subscription; Payment date earlier than invoice date,Pending
I0002771,S001870,2026-01-07,2026-02-16,89754.33,-3998.8,Paid,2026-02-09,,INVALID,Negative tax_amount,Paid
I0002772,S002354,2025-11-02,2025-11-25,-11576.64,13851.42,Refunded,,,INVALID,Invoice references non-existent/invalid subscription; Negative invoice_amount,Refunded
I0002773,S001358,2024-04-06,2024-04-23,71233.43,16471.45,Paid,2024-06-02,Wallet,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002774,S001057,2025-02-08,2025-03-05,109645.64,,Pending,2025-04-27,UPI,INVALID,Invoice references non-existent/invalid subscription,Pending
I0002775,S000044,2025-08-11,2025-09-21,,5477.51,Refunded,,,SUSPICIOUS,Missing invoice_amount,Refunded
I0002776,S000999,2024-11-08,2024-11-19,57920.02,21148.36,Refunded,2024-12-27,UPI,VALID,No issues detected,Refunded
I0002777,S002338,2025-03-26,2025-04-19,119093.44,,Refunded,,Wallet,VALID,No issues detected,Refunded
I0002778,S000758,2025-02-28,2025-04-02,79930.97,12657.87,Failed,,UPI,VALID,No issues detected,Failed
I0002779,S002025,2025-04-07,2025-05-20,83217.4,11796.1,Failed,,,INVALID,Invoice references non-existent/invalid subscription,Failed
I0002780,S002086,2024-10-18,2024-11-27,96636.6,21288.43,Refunded,,UPI,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0002781,S001122,2025-08-13,2025-09-04,25123.66,12201.7,,,Wallet,SUSPICIOUS,Missing payment_status,Nan
I0002782,S000328,2024-11-06,2024-12-07,111789.57,5827.18,Failed,,Card,INVALID,Invoice references non-existent/invalid subscription,Failed
I0002783,S001880,2025-01-09,2025-01-24,84960.09,12224.85,Refunded,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0002784,S002387,2025-05-31,2025-06-08,83152.14,,Paid,2025-07-03,,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002785,S000347,2025-12-23,2026-01-03,97214.02,7014.43,Failed,2026-01-21,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Failed
I0002786,S002091,2025-09-05,2025-10-02,15439.32,21965.26,Refunded,,,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0002787,S002351,2024-05-04,2024-04-30,53059.99,-1160.72,Pending,,UPI,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Pending
I0002788,S001492,2025-10-11,2025-10-18,95269.27,-350.76,Refunded,,UPI,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Refunded
,S000877,2024-02-14,2024-03-01,45440.58,9835.45,Pending,,Card,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription,Pending
I0002790,S001467,2024-12-27,2024-12-13,13367.92,13063.56,Paid,2025-02-16,,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002791,S001520,2025-09-16,2025-10-25,26631.45,12913.57,Refunded,2025-11-14,Bank Transfer,VALID,No issues detected,Refunded
I0002792,S001419,2024-03-27,2024-03-26,10622.68,5012.43,,2024-04-03,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0002793,S000665,2024-09-22,2024-10-10,,,Pending,,Card,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Pending
I0002794,S001146,2024-04-08,2024-04-20,12324.97,11790.0,,,Card,SUSPICIOUS,Missing payment_status,Nan
I0002795,S000393,2025-04-25,2025-05-03,111609.46,9459.52,Pending,,UPI,VALID,No issues detected,Pending
,S000974,2024-04-04,2024-04-12,73063.13,6924.9,,2024-04-06,UPI,INVALID,Missing invoice_id; Missing payment_status,Nan
I0002797,S002115,2026-01-13,2026-01-26,101266.78,23890.76,Paid,2026-02-23,,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002798,S000169,2025-11-03,2025-12-02,108038.95,13759.35,Paid,2025-12-31,Wallet,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002799,S001115,2025-03-05,2025-03-30,72349.96,20472.63,Paid,2025-03-05,UPI,VALID,No issues detected,Paid
I0002800,S000255,2024-05-24,2024-07-03,,21403.19,,2024-07-15,Card,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount; Missing payment_status,Nan
I0002801,S001285,2025-02-11,2025-03-12,64847.51,24195.19,Failed,,Bank Transfer,VALID,No issues detected,Failed
I0002802,S000791,2024-12-18,2025-01-12,67471.48,2980.35,Paid,2024-12-12,UPI,INVALID,Invoice references non-existent/invalid subscription; Payment date earlier than invoice date,Paid
I0002803,S001483,2025-06-05,2025-07-14,22840.68,16505.57,Paid,2025-07-15,,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002804,S001898,2025-05-04,2025-05-17,,6237.29,Failed,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Failed
I0002805,S000722,2024-10-12,2024-10-27,75219.44,3211.3,Pending,,,INVALID,Invoice references non-existent/invalid subscription,Pending
I0002806,S002259,2024-07-04,2024-07-28,94316.7,-2423.33,Paid,2024-07-24,Card,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Paid
I0002807,S000505,2025-11-08,2025-10-28,106508.71,16923.16,Pending,2025-12-06,UPI,VALID,No issues detected,Pending
I0002808,S001119,2025-08-24,2025-09-01,90823.94,7088.83,,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0002809,S002173,2024-02-22,2024-03-17,,15621.34,Refunded,2024-04-15,,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Refunded
I0002810,S001374,2024-10-30,2024-12-08,84903.05,,,2024-11-12,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0002811,S000279,2024-07-07,2024-07-15,,1018.64,Failed,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Failed
I0002812,S002272,2024-01-28,2024-01-25,110468.21,4365.61,,2024-03-14,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0002813,S000236,2024-02-09,2024-01-28,64881.71,-4803.14,Paid,2024-02-23,Bank Transfer,INVALID,Negative tax_amount,Paid
,S001539,2024-04-25,2024-04-24,118484.42,-4157.75,Refunded,,Wallet,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription; Negative tax_amount,Refunded
,S001080,2024-12-12,2025-01-20,102292.14,6433.99,Refunded,,Card,INVALID,Missing invoice_id,Refunded
I0002816,S002284,2025-09-06,2025-10-04,83225.36,19413.92,,,Card,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0002817,S001647,2025-04-26,2025-05-12,100206.53,20211.37,Paid,2025-06-12,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002818,S002172,2025-03-14,2025-03-21,33122.1,16403.99,Paid,2025-04-05,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Paid
,S001775,2025-05-27,2025-07-04,68629.14,19514.88,Paid,2025-05-27,Wallet,INVALID,Missing invoice_id,Paid
I0002820,S001905,2025-09-09,2025-10-19,40831.98,-1431.16,,2025-10-05,UPI,INVALID,Negative tax_amount; Missing payment_status,Nan
I0002821,S001468,2024-02-04,2024-03-12,11603.17,,Pending,,UPI,VALID,No issues detected,Pending
I0002822,S001297,2024-11-15,2024-12-14,34214.65,10153.07,Failed,,Bank Transfer,VALID,No issues detected,Failed
I0002823,S001132,2025-05-04,2025-04-30,24634.12,-207.65,Failed,,Bank Transfer,INVALID,Negative tax_amount,Failed
I0002824,S000914,2024-12-17,2025-01-19,94189.23,14064.56,,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0002825,S000834,2024-08-31,2024-09-26,20981.61,19110.84,Paid,2024-11-01,,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002826,S002213,2025-03-18,2025-05-01,28884.02,5830.08,Pending,2025-04-07,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Pending
I0002827,S000924,2024-11-26,2025-01-06,32002.93,,Refunded,,UPI,VALID,No issues detected,Refunded
I0002828,S001872,2025-03-11,2025-04-05,39988.77,432.88,Refunded,,Card,VALID,No issues detected,Refunded
I0002829,S000773,2024-11-12,2024-12-03,17305.15,16866.5,Failed,,,VALID,No issues detected,Failed
I0002830,S002240,2024-02-12,2024-03-15,,,Pending,,UPI,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Pending
I0002831,S000890,2024-06-27,2024-07-28,113593.88,17000.23,,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0002832,S002119,2025-03-23,2025-04-24,,20974.99,,,Card,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount; Missing payment_status,Nan
I0002833,S000337,2024-03-27,2024-05-06,67789.71,17332.95,Pending,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Pending
I0002834,S001954,2025-10-22,2025-11-11,84447.13,,Paid,2025-12-30,UPI,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002835,S001412,2024-09-11,2024-10-17,,8025.38,Paid,2024-09-27,Card,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Paid
I0002836,S001585,2025-01-05,2025-01-17,67178.97,-908.69,Pending,2025-01-26,Wallet,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Pending
I0002837,S000687,2024-02-09,2024-02-29,75207.17,14182.33,Paid,2024-03-09,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002838,S002120,2024-06-09,2024-07-16,40470.81,6447.82,Paid,2024-07-27,Wallet,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002839,S000838,2025-08-21,2025-09-06,23294.85,8407.24,Failed,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Failed
I0002840,S000457,2025-09-13,2025-09-20,,2122.73,Refunded,,UPI,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Refunded
I0002841,S000169,2024-04-12,2024-05-19,84184.17,10785.74,Paid,2024-05-16,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Paid
,S000083,2024-03-02,2024-03-22,68334.61,-2110.85,Refunded,2024-05-08,UPI,INVALID,Missing invoice_id; Negative tax_amount,Refunded
,S000344,2024-09-27,2024-10-07,37819.33,6562.62,Paid,2024-10-20,Card,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription,Paid
I0002844,S001302,2025-01-02,2025-02-16,9555.62,20899.85,Paid,2025-01-26,,VALID,No issues detected,Paid
,S001106,2024-03-14,2024-04-27,57588.69,,Refunded,,UPI,INVALID,Missing invoice_id,Refunded
,S000363,2025-10-16,2025-10-25,12103.91,13058.22,,2026-01-04,Wallet,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0002847,S000687,2025-04-26,2025-05-19,118172.79,13652.43,,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0002848,S001128,2024-06-25,2024-06-18,23053.52,-2614.32,Failed,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Failed
I0002849,S001501,2025-08-25,2025-09-26,24530.4,7074.79,Paid,2025-09-12,UPI,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002850,S000679,2025-10-18,2025-10-27,12098.37,24691.35,,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0002851,S001732,2024-08-18,2024-08-25,87615.18,,,,,SUSPICIOUS,Missing payment_status,Nan
I0002852,S000490,2025-07-12,2025-07-23,119172.28,3561.34,Refunded,,UPI,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0002853,S000284,2024-03-18,2024-04-25,35773.19,-1447.54,Pending,,,INVALID,Negative tax_amount,Pending
,S000024,2024-05-22,2024-06-04,62813.25,12440.54,Pending,,Wallet,INVALID,Missing invoice_id,Pending
,S000662,2024-04-29,2024-05-27,,14132.15,Failed,2024-05-15,UPI,INVALID,Missing invoice_id; Missing invoice_amount,Failed
I0002856,S000449,2025-04-29,2025-06-02,35758.76,16162.72,Pending,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Pending
,S001482,2024-11-17,2024-12-16,97957.86,5469.98,,,Wallet,INVALID,Missing invoice_id; Missing payment_status,Nan
I0002858,S001298,2024-11-08,2024-12-03,51429.62,12841.39,Failed,,,INVALID,Invoice references non-existent/invalid subscription,Failed
I0002859,S000015,2025-05-15,2025-06-13,90132.49,-3621.97,Paid,2025-06-23,Wallet,INVALID,Negative tax_amount,Paid
I0002860,S000504,2025-03-27,2025-04-05,39148.09,,,,Wallet,SUSPICIOUS,Missing payment_status,Nan
I0002861,S001217,2024-12-29,2025-01-13,-47958.61,18836.89,Pending,,Bank Transfer,INVALID,Negative invoice_amount,Pending
I0002862,S001809,2024-12-23,2025-01-02,113072.3,16864.98,Pending,,Bank Transfer,VALID,No issues detected,Pending
I0002863,S002092,2025-01-03,2025-02-12,56103.33,247.3,Refunded,,Card,VALID,No issues detected,Refunded
I0002864,S000003,2025-09-07,2025-10-07,119814.18,667.88,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription,Failed
I0002865,S001243,2024-03-18,2024-04-26,53312.14,9637.24,Pending,2024-05-07,Card,VALID,No issues detected,Pending
I0002866,S001406,2025-10-23,2025-11-30,112645.91,3453.49,Failed,,Card,INVALID,Invoice references non-existent/invalid subscription,Failed
I0002867,S001824,2025-02-14,2025-02-25,26791.97,13409.26,Refunded,,,VALID,No issues detected,Refunded
I0002868,S000022,2024-01-06,2024-02-09,104890.02,21309.98,,,,SUSPICIOUS,Missing payment_status,Nan
I0002869,S002380,2024-07-02,2024-07-25,83647.44,2474.59,Paid,2024-09-08,,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002870,S002248,2025-09-14,2025-10-05,54878.8,23296.83,,,Card,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0002871,S000448,2024-12-28,2025-02-02,53208.33,16921.51,Pending,,UPI,INVALID,Invoice references non-existent/invalid subscription,Pending
I0002872,S001040,2025-02-04,2025-03-07,21300.71,7093.92,Failed,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Failed
I0002873,S000598,2024-09-27,2024-11-06,62731.79,-1844.38,Pending,,,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Pending
I0002874,S002395,2025-12-24,2026-02-02,44785.45,,Pending,,UPI,INVALID,Invoice references non-existent/invalid subscription,Pending
I0002875,S002169,2025-01-27,2025-03-03,116122.71,10375.43,Refunded,2025-02-06,UPI,VALID,No issues detected,Refunded
I0002876,S000823,2026-01-30,2026-01-21,44539.5,9153.03,Failed,,,INVALID,Invoice references non-existent/invalid subscription,Failed
I0002877,S000424,2024-11-10,2024-11-19,104492.59,6426.29,,,Card,SUSPICIOUS,Missing payment_status,Nan
I0002878,S000929,2025-02-21,2025-03-07,1507.64,17998.77,Pending,,UPI,INVALID,Invoice references non-existent/invalid subscription,Pending
I0002879,S000677,2024-06-17,2024-07-23,71512.38,8667.54,Paid,2024-08-01,Wallet,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002880,S000787,2024-03-01,2024-03-13,31488.06,5386.09,Paid,2024-03-14,Wallet,VALID,No issues detected,Paid
I0002881,S000254,2024-12-12,2025-01-04,2236.34,11438.93,Paid,2025-01-15,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002882,S000451,2025-08-24,2025-10-05,53892.46,19335.15,Pending,,UPI,INVALID,Invoice references non-existent/invalid subscription,Pending
I0002883,S000157,2024-09-21,2024-10-09,45960.31,16253.76,Failed,,Wallet,VALID,No issues detected,Failed
I0002884,S000365,2025-08-03,2025-08-30,80632.73,13179.88,Pending,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Pending
I0002885,S000571,2025-06-07,2025-07-12,18679.04,151.64,Pending,,,INVALID,Invoice references non-existent/invalid subscription,Pending
I0002886,S000217,2024-05-19,2024-06-04,24201.62,-3043.68,,,,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount; Missing payment_status,Nan
I0002887,S001439,2025-11-04,2025-12-07,42823.26,1290.13,Failed,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Failed
I0002888,S001125,2025-01-29,2025-03-14,12767.56,-1961.5,Refunded,2025-01-28,UPI,INVALID,Negative tax_amount; Payment date earlier than invoice date,Refunded
I0002889,S001448,2025-11-28,2025-12-08,67484.19,19827.25,Refunded,,Bank Transfer,VALID,No issues detected,Refunded
I0002890,S000760,2025-12-21,2026-01-18,20993.18,15787.04,Failed,2025-12-28,Card,VALID,No issues detected,Failed
I0002891,S000460,2024-05-29,2024-05-22,65962.23,15978.13,Refunded,,Card,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0002892,S001188,2024-07-13,2024-07-26,88357.85,141.23,Paid,2024-07-18,UPI,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002893,S002374,2024-01-29,2024-03-06,72730.38,23245.87,Refunded,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0002894,S001902,2024-10-31,2024-11-30,39534.97,281.48,,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0002895,S000436,2024-07-28,2024-08-11,38854.98,13049.62,,2024-07-24,Wallet,INVALID,Missing payment_status; Payment date earlier than invoice date,Nan
I0002896,S000708,2025-11-26,2025-12-13,117606.18,7055.18,,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0002897,S001956,2025-10-18,2025-10-30,111617.08,23826.42,Paid,2025-12-25,,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002898,S001800,2025-05-05,2025-06-02,12582.56,23090.78,,,Card,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0002899,S000919,2024-11-03,2024-12-15,98178.06,17779.35,Pending,,,INVALID,Invoice references non-existent/invalid subscription,Pending
I0002900,S001721,2024-11-08,2024-11-15,97420.42,2963.28,Failed,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Failed
,S001911,2025-03-17,2025-04-16,,,Paid,2025-03-07,UPI,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription; Missing invoice_amount; Payment date earlier than invoice date,Paid
,S000365,2024-12-26,2025-01-27,41579.51,6677.59,,,Card,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription; Missing payment_status,Nan
,S001696,2025-04-29,2025-06-04,38011.79,,Refunded,2025-07-02,Wallet,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription,Refunded
I0002904,S001463,2024-02-10,2024-02-01,73260.94,6331.31,Refunded,,Card,VALID,No issues detected,Refunded
I0002905,S001728,2024-03-12,2024-04-10,23867.94,7093.25,Paid,2024-04-05,,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002906,S000109,2025-12-21,2026-01-12,30500.63,,Paid,2026-03-01,UPI,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002907,S000693,2024-07-31,2024-08-19,,24629.07,Refunded,2024-09-11,Bank Transfer,SUSPICIOUS,Missing invoice_amount,Refunded
I0002908,S002132,2025-08-03,2025-08-22,73070.17,-4454.41,,,Bank Transfer,INVALID,Negative tax_amount; Missing payment_status,Nan
I0002909,S000452,2024-10-10,2024-11-11,75658.43,7872.69,,,,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0002910,S000437,2025-07-21,2025-07-31,-10800.31,6734.61,Refunded,,,INVALID,Negative invoice_amount,Refunded
I0002911,S000071,2025-05-13,2025-06-20,32333.56,19342.97,Pending,2025-07-14,Bank Transfer,VALID,No issues detected,Pending
,S001334,2025-09-05,2025-10-20,71208.78,,Refunded,,Bank Transfer,INVALID,Missing invoice_id,Refunded
I0002913,S001388,2024-07-29,2024-08-22,71373.83,11886.66,Pending,,,INVALID,Invoice references non-existent/invalid subscription,Pending
I0002914,S001727,2025-05-08,2025-06-14,19373.28,20334.62,,,UPI,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
,S000128,2025-10-08,2025-10-28,107174.91,,Pending,,,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription,Pending
I0002916,S000864,2024-03-23,2024-03-30,17306.3,-3071.27,Paid,2024-05-23,Wallet,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount,Paid
I0002917,S001059,2025-04-29,2025-05-21,82824.05,14709.4,Pending,,UPI,INVALID,Invoice references non-existent/invalid subscription,Pending
I0002918,S000004,2025-11-08,2025-11-21,42864.36,,,,UPI,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0002919,S002006,2025-05-27,2025-06-23,67770.48,21792.53,Paid,2025-07-11,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002920,S001432,2025-01-15,2025-02-01,,1140.9,,,UPI,SUSPICIOUS,Missing invoice_amount; Missing payment_status,Nan
I0002921,S000422,2025-06-12,2025-07-18,110979.21,-1964.84,,2025-06-26,Card,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount; Missing payment_status,Nan
I0002922,S000124,2024-03-12,2024-04-21,21252.55,3150.87,Failed,2024-05-21,Wallet,VALID,No issues detected,Failed
I0002923,S000701,2024-04-11,2024-04-23,20425.02,3666.07,Paid,2024-05-10,UPI,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002924,S001056,2025-03-26,2025-04-12,104239.54,15627.44,Failed,,UPI,INVALID,Invoice references non-existent/invalid subscription,Failed
I0002925,S002084,2026-01-27,2026-03-10,11767.78,11382.11,Pending,,Card,INVALID,Invoice references non-existent/invalid subscription,Pending
,S000284,2025-08-22,2025-09-15,97715.67,24489.54,,2025-09-22,Card,INVALID,Missing invoice_id; Missing payment_status,Nan
I0002927,S001151,2025-05-06,2025-04-27,38821.16,-4021.37,,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Negative tax_amount; Missing payment_status,Nan
I0002928,S001240,2025-10-27,2025-11-25,109258.88,7759.37,Pending,,UPI,VALID,No issues detected,Pending
I0002929,S000860,2025-04-30,2025-06-09,42968.59,,,,Bank Transfer,SUSPICIOUS,Missing payment_status,Nan
I0002930,S001496,2024-11-15,2024-12-09,82131.12,6405.94,,,UPI,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0002931,S000144,2024-07-25,2024-08-03,110984.65,4529.82,Paid,2024-07-22,Wallet,INVALID,Payment date earlier than invoice date,Paid
I0002932,S000278,2025-09-15,2025-09-22,66083.41,14067.58,,,Bank Transfer,SUSPICIOUS,Missing payment_status,Nan
I0002933,S000618,2024-07-14,2024-07-07,35426.89,17341.67,,2024-07-07,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status; Payment date earlier than invoice date,Nan
I0002934,S000236,2025-05-28,2025-06-27,9106.26,17054.82,Refunded,,Bank Transfer,VALID,No issues detected,Refunded
I0002935,S002370,2025-03-29,2025-03-16,14101.79,-1528.11,Refunded,,Card,INVALID,Negative tax_amount,Refunded
I0002936,S001319,2024-03-30,2024-04-08,29089.7,22172.47,Failed,,,INVALID,Invoice references non-existent/invalid subscription,Failed
,S002216,2025-03-09,2025-03-25,45151.36,-2037.01,Refunded,,Wallet,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription; Negative tax_amount,Refunded
I0002938,S000212,2024-06-23,2024-07-25,111113.5,24277.17,Failed,2024-07-15,UPI,INVALID,Invoice references non-existent/invalid subscription,Failed
I0002939,S000257,2024-05-03,2024-05-26,,14921.98,Refunded,,Card,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Refunded
I0002940,S000296,2025-09-21,2025-11-04,50496.8,,Failed,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Failed
I0002941,S001862,2025-11-20,2025-12-05,107497.56,24202.72,Failed,,Wallet,VALID,No issues detected,Failed
,S000956,2025-11-01,2025-11-08,19149.14,12836.34,Refunded,,,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription,Refunded
I0002943,S000936,2024-06-30,2024-07-15,107705.13,23557.94,,,Card,SUSPICIOUS,Missing payment_status,Nan
I0002944,S001299,2024-03-18,2024-04-17,8479.65,6792.09,Paid,2024-03-14,,INVALID,Invoice references non-existent/invalid subscription; Payment date earlier than invoice date,Paid
I0002945,S002223,2025-09-12,2025-10-19,28805.62,1063.69,Failed,2025-09-11,UPI,INVALID,Invoice references non-existent/invalid subscription; Payment date earlier than invoice date,Failed
,S001192,2024-01-25,2024-02-25,56809.1,684.12,Paid,2024-03-06,Wallet,INVALID,Missing invoice_id; Invoice references non-existent/invalid subscription,Paid
I0002947,S001162,2024-11-17,2024-12-03,67153.53,17094.33,Pending,,,INVALID,Invoice references non-existent/invalid subscription,Pending
I0002948,S001750,2024-11-20,2024-11-27,68700.57,13912.32,Failed,,Card,VALID,No issues detected,Failed
I0002949,S000933,2024-08-28,2024-10-03,98642.09,20592.01,,,Bank Transfer,SUSPICIOUS,Missing payment_status,Nan
I0002950,S001049,2024-05-11,2024-06-05,41958.93,10464.61,Paid,2024-05-07,UPI,INVALID,Payment date earlier than invoice date,Paid
,S001221,2025-09-09,2025-10-24,63887.6,-921.96,,,,INVALID,Missing invoice_id; Negative tax_amount; Missing payment_status,Nan
I0002952,S002353,2025-08-11,2025-08-30,8685.46,,Failed,,,INVALID,Invoice references non-existent/invalid subscription,Failed
I0002953,S000005,2024-06-08,2024-06-24,56520.19,16540.85,,,,SUSPICIOUS,Missing payment_status,Nan
I0002954,S000506,2025-05-18,2025-06-02,97385.13,21650.56,Paid,2025-06-16,Bank Transfer,VALID,No issues detected,Paid
I0002955,S002082,2024-07-19,2024-07-29,99531.46,2494.06,Pending,,Wallet,INVALID,Invoice references non-existent/invalid subscription,Pending
I0002956,S001215,2025-01-08,2025-01-15,53228.52,16297.25,Paid,2025-03-16,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002957,S001517,2025-03-19,2025-03-31,11488.19,,,,Wallet,INVALID,Invoice references non-existent/invalid subscription; Missing payment_status,Nan
I0002958,S000204,2025-04-10,2025-05-09,82106.64,19319.41,Refunded,2025-05-05,UPI,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0002959,S000375,2024-02-11,2024-03-02,,,Failed,,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Failed
I0002960,S001510,2025-06-19,2025-08-01,,,Pending,,UPI,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Pending
I0002961,S000325,2025-03-15,2025-04-28,107437.05,9984.09,Failed,,Card,INVALID,Invoice references non-existent/invalid subscription,Failed
I0002962,S000651,2025-06-25,2025-07-24,-53500.83,5527.29,Paid,2025-08-14,Card,INVALID,Negative invoice_amount,Paid
I0002963,S001606,2024-07-26,2024-09-05,101268.34,17316.78,Refunded,,Card,INVALID,Invoice references non-existent/invalid subscription,Refunded
I0002964,S001070,2025-07-06,2025-07-15,94256.71,20462.42,Paid,2025-07-13,UPI,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002965,S002268,2025-10-08,2025-10-19,118867.58,15045.66,Paid,2025-10-14,Bank Transfer,INVALID,Invoice references non-existent/invalid subscription,Paid
I0002966,S000993,2024-07-25,2024-08-08,,14101.94,Paid,2024-09-03,UPI,INVALID,Invoice references non-existent/invalid subscription; Missing invoice_amount,Paid
