customer_id,MRR,effective_monthly_revenue,payment_failure_rate,usage_intensity_score,support_escalation_rate,average_csat,renewal_risk_score,region,plan_name,sales_channel,subscription_status_norm,customer_health_score,risk_category
C01721,0.0,0.0,0.0,49.5,0.0,2.9705882352941178,100.0,South,Enterprise,,Cancelled,55.77,Watchlist
C01725,0.0,0.0,0.0,38.72,0.0,2.9705882352941178,100.0,,Growth,Website,Cancelled,53.08,Watchlist
C01727,0.0,0.0,0.3333333333333333,0.0,0.0,2.9705882352941178,75.0,,,Website,Expired,41.31,Watchlist
C01729,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,100.0,South,Basic,Marketplace,Cancelled,43.4,Watchlist
C01734,0.0,0.0,0.0,55.26,0.0,2.9705882352941178,40.0,North,Growth,Marketplace,Nan,72.21,Healthy
C01735,0.0,0.0,0.0,60.83,0.0,2.0,100.0,North,,Partner,Cancelled,53.63,Watchlist
C01739,0.0,0.0,0.0,42.23,0.0,2.9705882352941178,40.0,East,Growth,Marketplace,Nan,68.95,Watchlist
C01743,23302.622,0.0,0.0,53.05,0.0,2.9705882352941178,40.0,,Basic,Website,Active,71.66,Healthy
C01745,0.0,0.0,0.5,0.0,0.25,4.5,40.0,Central,Growth,,Nan,48.8,Watchlist
C01746,32607.26,0.0,0.0,0.0,0.0,1.0,15.0,East,Pro,,Active,59.04,Watchlist
C01747,71159.37,0.0,0.0,46.91,0.0,2.9705882352941178,15.0,Central,Pro,Inside Sales,Active,76.37,Healthy
C01752,0.0,0.0,0.0,48.01,0.0,2.9705882352941178,100.0,Central,Growth,,Expired,55.4,Watchlist
C01754,0.0,0.0,1.0,35.05,0.0,2.9705882352941178,40.0,West,Growth,,Nan,42.16,Watchlist
C01756,0.0,0.0,0.0,50.62,0.0,5.0,85.0,South,Pro,Inside Sales,Expired,66.13,Watchlist
C01757,0.0,0.0,0.0,55.11,0.0,2.9705882352941178,70.0,East,,Inside Sales,Expired,64.67,Watchlist
C01763,0.0,0.0,0.0,36.26,0.0,1.0,70.0,North,Enterprise,Partner,Nan,54.36,Watchlist
C01765,0.0,0.0,0.0,42.63,0.0,2.9705882352941178,100.0,,Basic,,Cancelled,54.05,Watchlist
C01767,0.0,0.0,0.0,50.0,0.0,2.9705882352941178,70.0,East,Enterprise,Inside Sales,Nan,63.4,Watchlist
C01773,0.0,0.0,0.0,40.77,0.0,3.0,85.0,,Pro,Website,Expired,62.26,Watchlist
C01779,0.0,0.0,0.0,65.06,0.0,2.9705882352941178,85.0,West,Enterprise,,Cancelled,63.41,Watchlist
C01780,0.0,0.0,0.0,51.88,0.0,2.9705882352941178,0.0,Central,Enterprise,,Trial,81.37,Healthy
C01781,0.0,18099.8,0.0,37.86,0.0,2.9705882352941178,75.0,West,Growth,Inside Sales,Expired,59.11,Watchlist
C01785,0.0,0.0,0.0,67.06,0.0,2.9705882352941178,15.0,East,,Partner,Trial,81.41,Healthy
C01786,27200.9486,0.0,0.0,34.26,0.0,2.9705882352941178,70.0,Central,Growth,,Expired,59.46,Watchlist
C01787,0.0,0.0,0.3333333333333333,45.8,0.0,2.9705882352941178,87.5,West,Growth,Website,Expired,49.64,Watchlist
C01788,0.0,0.0,0.0,44.96,0.0,2.0,40.0,East,Growth,Partner,Trial,64.67,Watchlist
C01790,0.0,0.0,0.0,57.47,0.0,2.9705882352941178,40.0,West,Basic,Partner,Trial,72.76,Healthy
C01792,0.0,86137.0,0.5,59.24,1.0,3.0,100.0,,Basic,,Expired,38.13,High Risk
C01793,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,40.0,South,,Partner,Nan,58.4,Watchlist
C01794,0.0,62076.69,0.0,43.94,0.5,5.0,60.0,,,Website,Cancelled,64.46,Watchlist
C01795,0.0,14454.06,0.0,0.0,0.0,2.9705882352941178,60.0,,Growth,Marketplace,Cancelled,53.4,Watchlist
C01796,0.0,0.0,0.0,61.21,0.0,2.9705882352941178,40.0,North,Basic,Inside Sales,Trial,73.7,Healthy
C01799,40348.6953,0.0,0.0,63.41,0.0,2.9705882352941178,40.0,East,,Website,Active,74.25,Healthy
