case_id,customer_id,opened_date,closed_date,priority,case_type,case_status,resolution_hours,csat_score,refund_requested,record_status,status_reason,case_status_norm
,C00310,2025-07-27,2025-08-20 01:00:00,High,,Escalated,481.0,0.0,N,INVALID,Missing case_id; CSAT score outside 1-5 range,Escalated
CS001689,C00173,2024-04-03,2024-04-23 06:00:00,Critical,Access,Pending,,0.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Pending
CS001690,C00134,2025-10-13,,Low,Data Issue,Closed,,6.0,,INVALID,CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
,C00221,2025-05-31,2025-06-15 17:00:00,Low,Billing,Closed,320.0,6.0,N,INVALID,Missing case_id; Support case references customer not in subscriptions; CSAT score outside 1-5 range,Closed
CS001692,C00155,2024-05-04,2024-06-12 15:00:00,Low,Cancellation,Escalated,,1.0,Y,INVALID,Support case references customer not in subscriptions,Escalated
CS001693,C01101,2024-01-23,,Critical,,Escalated,,4.0,Y,INVALID,Support case references customer not in subscriptions,Escalated
CS001694,C00629,2025-09-04,,High,Cancellation,Pending,,6.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Pending
CS001695,C00030,2024-07-31,,High,Access,Escalated,-18.0,1.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Escalated
CS001696,C01663,2025-03-08,2025-02-26 00:00:00,Low,,,-81.0,3.0,Y,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; Negative resolution_hours; Missing case_status,Nan
CS001697,C00325,2024-06-08,2024-06-02 00:00:00,,Access,Closed,,5.0,N,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; Closed case missing closure date/resolution hours,Closed
CS001698,C00416,2024-06-06,2024-07-05 06:00:00,High,Cancellation,Escalated,-43.0,3.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Escalated
CS001699,C00368,2025-04-16,,High,Cancellation,Open,-31.0,4.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Open
CS001700,C00451,2024-01-18,,High,Data Issue,Escalated,,7.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Escalated
CS001701,C00239,2024-10-17,2024-11-13 05:00:00,Medium,Access,,806.0,2.0,,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
CS001702,C01348,2024-04-22,2024-05-19 01:00:00,High,Billing,Pending,-5.0,2.0,Y,INVALID,Negative resolution_hours,Pending
CS001703,C00680,2024-07-10,,Critical,Data Issue,Open,608.0,,Y,VALID,No issues detected,Open
CS001704,C01045,2024-07-30,2024-08-02 22:00:00,High,Cancellation,Pending,-38.0,3.0,N,INVALID,Negative resolution_hours,Pending
CS001705,C00322,2024-05-20,2024-06-10 05:00:00,Critical,,Open,,7.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Open
CS001706,C00851,2024-06-03,2024-06-22 16:00:00,Critical,Technical,Pending,273.0,3.0,N,INVALID,Support case references customer not in subscriptions,Pending
CS001707,C00816,2024-03-04,2024-04-03 01:00:00,High,Data Issue,,,4.0,N,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
CS001708,C01665,2025-09-22,2025-10-31 12:00:00,,Access,Open,-60.0,1.0,N,INVALID,Negative resolution_hours,Open
CS001709,C01386,2024-03-30,2024-04-08 10:00:00,,,Pending,583.0,7.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Pending
CS001710,C00927,2025-12-24,2026-01-24 14:00:00,Critical,Data Issue,Escalated,-56.0,5.0,Y,INVALID,Negative resolution_hours,Escalated
CS001711,C01665,2024-08-17,2024-09-02 07:00:00,Low,Access,Pending,-30.0,7.0,,INVALID,Negative resolution_hours; CSAT score outside 1-5 range,Pending
CS001712,C01524,2024-09-28,2024-09-29 20:00:00,Medium,Access,Pending,,6.0,N,INVALID,CSAT score outside 1-5 range,Pending
CS001713,C01135,2025-10-05,2025-10-11 02:00:00,Medium,Data Issue,Open,-95.0,5.0,Y,INVALID,Negative resolution_hours,Open
CS001714,C00441,2024-02-25,2024-03-06 15:00:00,Medium,Access,Open,437.0,1.0,Y,INVALID,Support case references customer not in subscriptions,Open
,C01707,2024-09-04,2024-09-19 06:00:00,Low,Cancellation,Closed,-71.0,3.0,N,INVALID,Missing case_id; Support case references customer not in subscriptions; Negative resolution_hours,Closed
CS001716,C00853,2024-01-19,2024-01-25 08:00:00,Critical,,Open,,4.0,N,VALID,No issues detected,Open
CS001717,C00700,2025-04-04,2025-04-12 11:00:00,,Cancellation,Pending,939.0,6.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Pending
CS001718,C01033,2024-12-05,2025-01-10 12:00:00,High,Technical,Closed,-3.0,,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Closed
CS001719,C01510,2024-10-09,2024-10-30 22:00:00,Critical,Cancellation,Pending,410.0,7.0,Y,INVALID,CSAT score outside 1-5 range,Pending
CS001720,C00135,2024-11-13,2024-12-08 11:00:00,,Billing,Closed,480.0,6.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Closed
CS001721,C01776,2025-09-01,2025-09-24 04:00:00,Medium,Billing,Pending,60.0,2.0,Y,INVALID,Support case references customer not in subscriptions,Pending
CS001722,C01742,2025-11-22,2025-11-26 09:00:00,Critical,Data Issue,,-93.0,4.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
CS001723,C00346,2024-03-25,2024-04-15 20:00:00,Critical,Cancellation,Pending,-97.0,4.0,Y,INVALID,Negative resolution_hours,Pending
CS001724,C00560,2024-04-28,2024-05-24 09:00:00,,Cancellation,Closed,,3.0,,INVALID,Closed case missing closure date/resolution hours,Closed
CS001725,C00457,2026-01-04,2026-01-06 08:00:00,,Access,Escalated,337.0,,N,VALID,No issues detected,Escalated
CS001726,C01519,2024-06-04,2024-06-18 08:00:00,Critical,Billing,,,1.0,N,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
CS001727,C01388,2024-05-26,,Low,Cancellation,,-69.0,4.0,N,INVALID,Negative resolution_hours; Missing case_status,Nan
CS001728,C01100,2025-04-30,2025-05-27 12:00:00,Low,Access,Closed,503.0,0.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Closed
CS001729,C01075,2025-06-16,2025-07-06 06:00:00,Low,Billing,Escalated,-4.0,6.0,N,INVALID,Negative resolution_hours; CSAT score outside 1-5 range,Escalated
CS001730,C00667,2026-01-28,2026-02-20 09:00:00,Medium,Access,Closed,671.0,4.0,N,INVALID,Support case references customer not in subscriptions,Closed
,C01523,2025-05-09,,Medium,,,,5.0,N,INVALID,Missing case_id; Support case references customer not in subscriptions; Missing case_status,Nan
CS001732,C00798,2025-08-15,2025-08-22 00:00:00,,,,,6.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Missing case_status,Nan
CS001733,C01724,2024-04-05,,Critical,,Open,,7.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Open
CS001734,C00854,2025-10-01,2025-10-09 06:00:00,High,Cancellation,,-89.0,,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
CS001735,C01491,2025-02-02,,High,Access,Open,,2.0,Y,VALID,No issues detected,Open
CS001736,C00108,2024-05-15,2024-05-15 11:00:00,High,Access,Pending,-29.0,0.0,Y,INVALID,Negative resolution_hours; CSAT score outside 1-5 range,Pending
CS001737,C01135,2025-05-02,2025-04-24 00:00:00,Medium,Technical,,,3.0,,INVALID,Closed date earlier than opened date; Missing case_status,Nan
CS001738,C00921,2025-11-20,2025-11-25 01:00:00,Critical,Cancellation,Closed,,3.0,Y,INVALID,Closed case missing closure date/resolution hours,Closed
CS001739,C00227,2025-06-23,,Critical,Data Issue,,144.0,1.0,,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
,C00841,2024-12-21,2024-12-30 00:00:00,High,Technical,Escalated,-60.0,2.0,Y,INVALID,Missing case_id; Support case references customer not in subscriptions; Negative resolution_hours,Escalated
CS001741,C00531,2024-11-16,2024-11-16 16:00:00,,Technical,Pending,-82.0,6.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Pending
CS001742,C01457,2024-04-14,2024-04-10 00:00:00,High,Data Issue,Pending,,,N,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date,Pending
CS001743,C01792,2024-11-24,2024-12-14 06:00:00,Critical,Access,Escalated,29.0,3.0,,VALID,No issues detected,Escalated
CS001744,C00628,2025-10-24,2025-12-02 08:00:00,,Access,,,,Y,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
CS001745,C01199,2024-11-16,2024-11-10 00:00:00,,,Open,130.0,1.0,,INVALID,Closed date earlier than opened date,Open
CS001746,C01557,2024-11-02,2024-11-20 04:00:00,,,Open,416.0,4.0,N,INVALID,Support case references customer not in subscriptions,Open
CS001747,C00737,2024-09-14,2024-09-15 22:00:00,,Billing,,,2.0,N,SUSPICIOUS,Missing case_status,Nan
CS001748,C00563,2025-07-07,2025-07-22 09:00:00,Low,Billing,Closed,,6.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS001749,C01493,2024-08-30,2024-09-17 04:00:00,Low,,Pending,,0.0,,INVALID,CSAT score outside 1-5 range,Pending
CS001750,C00250,2024-04-26,2024-05-18 13:00:00,Critical,Data Issue,Closed,673.0,4.0,Y,VALID,No issues detected,Closed
CS001751,C01248,2025-08-23,2025-08-24 08:00:00,Medium,Data Issue,Pending,570.0,0.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Pending
CS001752,C00674,2025-06-01,2025-07-01 16:00:00,High,,Closed,-18.0,3.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Closed
CS001753,C00158,2025-03-27,2025-03-29 23:00:00,High,,Escalated,,6.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Escalated
CS001754,C01611,2025-07-30,2025-09-02 11:00:00,Low,Technical,Closed,-50.0,7.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Closed
CS001755,C00035,2024-03-18,2024-04-26 20:00:00,High,Billing,Open,,1.0,,VALID,No issues detected,Open
CS001756,C00542,2024-02-21,2024-02-29 09:00:00,High,Access,Escalated,,4.0,Y,INVALID,Support case references customer not in subscriptions,Escalated
CS001757,C01597,2024-08-17,2024-08-19 08:00:00,High,Billing,Pending,705.0,1.0,Y,VALID,No issues detected,Pending
CS001758,C00187,2025-11-06,2025-11-27 18:00:00,Critical,Data Issue,Open,40.0,0.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Open
CS001759,C00366,2025-06-27,2025-08-02 11:00:00,High,Access,Open,941.0,2.0,N,VALID,No issues detected,Open
CS001760,C00835,2024-04-04,2024-04-23 01:00:00,Medium,Data Issue,Closed,323.0,5.0,Y,VALID,No issues detected,Closed
CS001761,C00004,2025-08-05,2025-09-09 00:00:00,High,Billing,,139.0,6.0,N,INVALID,CSAT score outside 1-5 range; Missing case_status,Nan
,C00518,2024-05-08,2024-05-26 23:00:00,Critical,Cancellation,Escalated,701.0,7.0,,INVALID,Missing case_id; Support case references customer not in subscriptions; CSAT score outside 1-5 range,Escalated
CS001763,C00223,2025-04-24,2025-06-02 11:00:00,Low,Technical,Escalated,-4.0,3.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Escalated
CS001764,C00348,2024-06-27,2024-06-27 15:00:00,Medium,Cancellation,Closed,,5.0,,INVALID,Support case references customer not in subscriptions; Closed case missing closure date/resolution hours,Closed
CS001765,C00756,2025-04-18,2025-04-27 10:00:00,High,Billing,Pending,-3.0,7.0,Y,INVALID,Negative resolution_hours; CSAT score outside 1-5 range,Pending
CS001766,C01030,2024-06-20,2024-06-30 09:00:00,Low,Billing,,-5.0,4.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
CS001767,C01314,2025-11-13,2025-11-19 08:00:00,,Access,,198.0,6.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Missing case_status,Nan
CS001768,C00065,2024-12-14,2024-12-31 05:00:00,,Technical,Pending,-1.0,0.0,,INVALID,Negative resolution_hours; CSAT score outside 1-5 range,Pending
CS001769,C00412,2025-06-27,2025-06-23 00:00:00,Critical,,Open,,,Y,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date,Open
CS001770,C01157,2025-05-23,2025-07-01 17:00:00,Low,Data Issue,Closed,,3.0,Y,INVALID,Support case references customer not in subscriptions; Closed case missing closure date/resolution hours,Closed
CS001771,C01492,2025-05-28,,High,Billing,,,3.0,Y,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
CS001772,C01020,2025-09-13,2025-10-04 17:00:00,,Data Issue,,-81.0,1.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
CS001773,C01517,2025-11-13,2025-11-23 04:00:00,Low,,Open,-18.0,7.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Open
CS001774,C01587,2025-11-15,2025-12-03 22:00:00,,Technical,Escalated,,7.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Escalated
CS001775,C00345,2024-08-26,2024-09-17 03:00:00,Medium,Billing,Escalated,-37.0,3.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Escalated
CS001776,C00839,2025-08-09,2025-08-20 16:00:00,Low,Access,Escalated,771.0,,Y,INVALID,Support case references customer not in subscriptions,Escalated
CS001777,C00204,2024-08-24,2024-09-26 04:00:00,Critical,Technical,Pending,,3.0,,INVALID,Support case references customer not in subscriptions,Pending
CS001778,C00695,2025-02-28,2025-03-24 18:00:00,Low,Cancellation,Pending,,6.0,Y,INVALID,CSAT score outside 1-5 range,Pending
CS001779,C00388,2026-01-06,2026-01-18 21:00:00,,,Closed,621.0,5.0,,INVALID,Support case references customer not in subscriptions,Closed
CS001780,C00343,2024-05-01,,High,Cancellation,Escalated,,,Y,INVALID,Support case references customer not in subscriptions,Escalated
CS001781,C00605,2024-08-17,2024-09-25 04:00:00,High,Technical,Closed,,0.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS001782,C00657,2026-01-28,,,Access,Closed,86.0,7.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Closed case missing closure date/resolution hours,Closed
CS001783,C00787,2024-05-19,,,Access,,186.0,2.0,Y,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
,C01096,2024-05-23,2024-06-26 15:00:00,High,Access,,445.0,7.0,N,INVALID,Missing case_id; Support case references customer not in subscriptions; CSAT score outside 1-5 range; Missing case_status,Nan
CS001785,C01276,2024-07-30,2024-08-20 18:00:00,,Access,Pending,-80.0,,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Pending
CS001786,C01743,2024-06-01,2024-06-19 01:00:00,Critical,,Open,-49.0,0.0,N,INVALID,Negative resolution_hours; CSAT score outside 1-5 range,Open
CS001787,C00856,2024-05-17,2024-06-05 23:00:00,,Billing,Escalated,-27.0,0.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Escalated
CS001788,C00575,2025-08-03,2025-09-02 10:00:00,Critical,Data Issue,Open,-61.0,3.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Open
CS001789,C01377,2025-12-29,,High,Billing,Closed,-70.0,,N,INVALID,Negative resolution_hours; Closed case missing closure date/resolution hours,Closed
CS001790,C00657,2025-09-29,,,Access,Open,,1.0,Y,INVALID,Support case references customer not in subscriptions,Open
CS001791,C00498,2025-09-14,2025-09-12 00:00:00,Medium,Access,Open,-34.0,4.0,N,INVALID,Closed date earlier than opened date; Negative resolution_hours,Open
CS001792,C01773,2025-06-17,2025-06-19 16:00:00,High,Data Issue,Open,,3.0,N,VALID,No issues detected,Open
,C01463,2025-01-09,2025-02-02 09:00:00,Low,Data Issue,,-94.0,3.0,,INVALID,Missing case_id; Negative resolution_hours; Missing case_status,Nan
CS001794,C00708,2024-03-11,2024-04-19 10:00:00,High,Cancellation,Pending,-92.0,,,INVALID,Negative resolution_hours,Pending
CS001795,C00102,2024-02-27,2024-03-06 10:00:00,,Access,Open,685.0,5.0,,INVALID,Support case references customer not in subscriptions,Open
CS001796,C01477,2024-10-24,2024-11-06 19:00:00,Critical,Technical,Escalated,,1.0,Y,VALID,No issues detected,Escalated
CS001797,C01515,2024-04-08,2024-04-14 22:00:00,Medium,,Open,,2.0,Y,VALID,No issues detected,Open
CS001798,C00879,2024-10-15,2024-10-05 00:00:00,High,,Open,,1.0,,INVALID,Closed date earlier than opened date,Open
CS001799,C00068,2024-05-16,2024-06-01 04:00:00,Medium,Data Issue,Open,-57.0,2.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Open
CS001800,C01302,2024-08-31,2024-09-23 10:00:00,Critical,Billing,Escalated,-5.0,0.0,,INVALID,Negative resolution_hours; CSAT score outside 1-5 range,Escalated
CS001801,C01109,2025-07-16,2025-07-07 00:00:00,Low,Cancellation,Pending,,4.0,Y,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date,Pending
CS001802,C00457,2025-01-08,2025-01-04 00:00:00,Medium,Billing,,95.0,3.0,N,INVALID,Closed date earlier than opened date; Missing case_status,Nan
CS001803,C00656,2024-10-21,2024-10-27 08:00:00,Critical,Cancellation,,834.0,1.0,Y,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
CS001804,C00957,2025-10-25,2025-12-01 16:00:00,High,,Pending,,2.0,,VALID,No issues detected,Pending
CS001805,C00204,2024-08-15,,Medium,Cancellation,Open,402.0,6.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Open
CS001806,C00306,2025-08-25,,,Technical,,,3.0,N,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
CS001807,C01491,2024-05-08,2024-05-07 00:00:00,Medium,Access,Closed,281.0,3.0,Y,INVALID,Closed date earlier than opened date,Closed
CS001808,C01229,2024-09-08,2024-10-13 10:00:00,,Access,Closed,-75.0,,N,INVALID,Negative resolution_hours,Closed
CS001809,C01220,2026-01-13,2026-01-11 00:00:00,,Billing,Pending,330.0,7.0,N,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; CSAT score outside 1-5 range,Pending
CS001810,C00778,2024-08-29,,Medium,,Escalated,,1.0,,INVALID,Support case references customer not in subscriptions,Escalated
CS001811,C00793,2024-07-04,2024-07-24 03:00:00,Low,Cancellation,,,1.0,N,SUSPICIOUS,Missing case_status,Nan
CS001812,C00960,2025-08-01,,,,Pending,874.0,2.0,Y,INVALID,Support case references customer not in subscriptions,Pending
CS001813,C01723,2025-11-09,2025-11-11 09:00:00,Critical,Cancellation,,-78.0,,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
,C01506,2024-02-25,2024-03-22 13:00:00,Low,Data Issue,Pending,,1.0,N,INVALID,Missing case_id; Support case references customer not in subscriptions,Pending
CS001815,C00003,2026-01-10,2026-01-07 00:00:00,,,,,2.0,Y,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; Missing case_status,Nan
CS001816,C00603,2024-03-06,2024-03-05 00:00:00,Low,Data Issue,,621.0,3.0,N,INVALID,Closed date earlier than opened date; Missing case_status,Nan
CS001817,C00662,2024-11-23,2024-12-11 00:00:00,Critical,Data Issue,Closed,-56.0,4.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Closed
,C01267,2024-03-19,2024-03-28 20:00:00,Critical,Cancellation,,475.0,6.0,,INVALID,Missing case_id; Support case references customer not in subscriptions; CSAT score outside 1-5 range; Missing case_status,Nan
CS001819,C01039,2025-08-06,2025-08-20 10:00:00,High,Access,Escalated,210.0,5.0,,VALID,No issues detected,Escalated
CS001820,C01430,2025-06-16,2025-06-11 00:00:00,Low,Data Issue,Pending,-42.0,7.0,,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; Negative resolution_hours; CSAT score outside 1-5 range,Pending
CS001821,C01543,2024-01-11,2024-02-07 01:00:00,Medium,Data Issue,Closed,925.0,2.0,,VALID,No issues detected,Closed
CS001822,C01581,2025-12-15,2026-01-22 11:00:00,Medium,Billing,Pending,-72.0,3.0,Y,INVALID,Negative resolution_hours,Pending
CS001823,C00493,2024-12-26,2025-01-09 05:00:00,High,Cancellation,Escalated,,1.0,Y,VALID,No issues detected,Escalated
CS001824,C00404,2024-01-07,2024-01-18 13:00:00,,Data Issue,Closed,,1.0,N,INVALID,Support case references customer not in subscriptions; Closed case missing closure date/resolution hours,Closed
CS001825,C01618,2025-02-25,2025-03-20 09:00:00,,Cancellation,,-33.0,5.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
CS001826,C00652,2024-08-04,2024-09-12 19:00:00,Low,Technical,Pending,,6.0,Y,INVALID,CSAT score outside 1-5 range,Pending
CS001827,C01665,2025-07-04,2025-07-30 21:00:00,,Access,Pending,347.0,2.0,,VALID,No issues detected,Pending
CS001828,C00785,2025-11-21,2025-12-12 21:00:00,Critical,Billing,Escalated,869.0,6.0,N,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Escalated
CS001829,C01552,2024-06-05,2024-07-04 11:00:00,,Access,Escalated,,0.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Escalated
CS001830,C00562,2025-06-27,2025-06-29 16:00:00,Critical,Billing,Pending,750.0,1.0,,INVALID,Support case references customer not in subscriptions,Pending
CS001831,C01127,2025-09-15,2025-09-14 00:00:00,High,Billing,Closed,-20.0,0.0,N,INVALID,Closed date earlier than opened date; Negative resolution_hours; CSAT score outside 1-5 range,Closed
CS001832,C01067,2025-06-27,2025-07-10 12:00:00,Low,,Pending,,6.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Pending
CS001833,C01084,2025-08-21,2025-09-12 08:00:00,Medium,Data Issue,Pending,,,N,INVALID,Support case references customer not in subscriptions,Pending
CS001834,C01043,2024-08-08,2024-08-18 14:00:00,Medium,,Escalated,814.0,3.0,Y,VALID,No issues detected,Escalated
CS001835,C00279,2025-08-16,2025-08-30 12:00:00,Low,,Pending,-46.0,5.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Pending
CS001836,C00994,2024-06-27,2024-07-22 18:00:00,Critical,,,498.0,7.0,,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range; Missing case_status,Nan
CS001837,C00140,2024-07-10,2024-07-22 13:00:00,,Cancellation,Closed,-17.0,6.0,N,INVALID,Negative resolution_hours; CSAT score outside 1-5 range,Closed
CS001838,C01181,2025-12-17,2026-01-08 00:00:00,Medium,Data Issue,Closed,-32.0,4.0,Y,INVALID,Negative resolution_hours,Closed
CS001839,C01075,2024-12-09,,Critical,Billing,Closed,,3.0,Y,INVALID,Closed case missing closure date/resolution hours,Closed
CS001840,C00291,2025-11-05,2025-10-26 00:00:00,,Billing,Escalated,,7.0,N,INVALID,Closed date earlier than opened date; CSAT score outside 1-5 range,Escalated
,C00136,2025-10-23,2025-11-24 01:00:00,High,Data Issue,Open,,3.0,Y,INVALID,Missing case_id,Open
CS001842,C00495,2025-06-02,2025-05-29 00:00:00,,Billing,Pending,804.0,1.0,,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date,Pending
CS001843,C01664,2024-06-30,2024-07-06 07:00:00,High,Data Issue,Open,-62.0,1.0,Y,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Open
CS001844,C00963,2025-03-07,2025-04-15 10:00:00,,Data Issue,Closed,-65.0,4.0,,INVALID,Negative resolution_hours,Closed
CS001845,C00357,2025-04-19,,Low,Technical,,-86.0,0.0,,INVALID,Negative resolution_hours; CSAT score outside 1-5 range; Missing case_status,Nan
CS001846,C01431,2025-12-28,,,Data Issue,,558.0,2.0,,INVALID,Support case references customer not in subscriptions; Missing case_status,Nan
CS001847,C00641,2025-08-28,,Critical,Data Issue,,496.0,5.0,,SUSPICIOUS,Missing case_status,Nan
CS001848,C01287,2024-01-03,2024-02-02 18:00:00,High,Access,,809.0,1.0,Y,SUSPICIOUS,Missing case_status,Nan
CS001849,C01447,2024-11-20,,Medium,Billing,Open,,5.0,Y,INVALID,Support case references customer not in subscriptions,Open
CS001850,C01380,2024-01-31,2024-01-21 00:00:00,Critical,Access,,-23.0,4.0,,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; Negative resolution_hours; Missing case_status,Nan
CS001851,C00445,2024-06-27,2024-07-20 18:00:00,High,Technical,Closed,,3.0,,INVALID,Closed case missing closure date/resolution hours,Closed
CS001852,C00049,2025-06-20,2025-06-30 07:00:00,Low,,Closed,-52.0,6.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Closed
CS001853,C00609,2024-10-15,2024-10-22 21:00:00,,Billing,Pending,-4.0,0.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Pending
CS001854,C00896,2024-08-03,2024-08-20 02:00:00,,Technical,,-60.0,4.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
CS001855,C00446,2024-02-08,2024-03-03 08:00:00,Medium,Billing,Closed,-23.0,0.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; CSAT score outside 1-5 range,Closed
CS001856,C00288,2025-06-30,2025-07-15 07:00:00,Critical,,Escalated,-6.0,,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Escalated
CS001857,C01397,2024-04-15,2024-05-04 10:00:00,Critical,,Closed,819.0,7.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Closed
CS001858,C00121,2025-01-05,,Critical,Data Issue,Closed,,4.0,N,INVALID,Support case references customer not in subscriptions; Closed case missing closure date/resolution hours,Closed
CS001859,C01438,2024-01-25,2024-01-29 11:00:00,,Cancellation,Escalated,-51.0,6.0,,INVALID,Negative resolution_hours; CSAT score outside 1-5 range,Escalated
CS001860,C01415,2025-08-09,2025-09-07 07:00:00,High,Cancellation,Pending,-12.0,5.0,Y,INVALID,Negative resolution_hours,Pending
CS001861,C00536,2024-03-18,2024-03-29 03:00:00,Critical,Data Issue,Closed,-52.0,4.0,,INVALID,Support case references customer not in subscriptions; Negative resolution_hours,Closed
CS001862,C00534,2025-04-21,2025-05-13 08:00:00,,Billing,Closed,536.0,0.0,N,INVALID,CSAT score outside 1-5 range,Closed
CS001863,C01436,2024-11-14,2024-12-01 06:00:00,High,Billing,Closed,,1.0,Y,INVALID,Support case references customer not in subscriptions; Closed case missing closure date/resolution hours,Closed
,C01199,2025-05-14,2025-05-28 05:00:00,,,Escalated,242.0,,N,INVALID,Missing case_id,Escalated
CS001865,C01430,2024-08-25,2024-09-20 13:00:00,Medium,,Open,892.0,3.0,N,INVALID,Support case references customer not in subscriptions,Open
CS001866,C00334,2024-03-14,2024-03-05 00:00:00,Critical,Data Issue,Escalated,-96.0,,Y,INVALID,Support case references customer not in subscriptions; Closed date earlier than opened date; Negative resolution_hours,Escalated
CS001867,C00306,2025-03-31,2025-05-08 12:00:00,Medium,Data Issue,,-69.0,4.0,N,INVALID,Support case references customer not in subscriptions; Negative resolution_hours; Missing case_status,Nan
CS001868,C00055,2025-08-29,2025-10-06 00:00:00,Critical,Billing,Escalated,,0.0,Y,INVALID,Support case references customer not in subscriptions; CSAT score outside 1-5 range,Escalated
