subscription_id,customer_id,region,plan_name,signup_date,renewal_date,monthly_fee,discount_pct,auto_renew,subscription_status,sales_channel,record_status,status_reason,subscription_status_norm
S002065,C00691,East,Enterprise,2024-06-27,2024-10-10,74541.53,15.0,Y,Cancelled,,VALID,No issues detected,Cancelled
S002066,C01334,North,Basic,2025-08-18,2026-09-21,31815.63,-3.0,N,Cancelled,Marketplace,INVALID,Discount_pct outside 0-100 range,Cancelled
S002067,C00331,West,Enterprise,2024-02-01,2025-01-27,6407.17,0.0,Y,,Partner,SUSPICIOUS,Missing subscription_status,Nan
S002068,C00810,Central,Pro,2025-01-02,2025-10-19,32455.94,-15.0,,Trial,,INVALID,Discount_pct outside 0-100 range,Trial
S002069,C01455,East,Pro,2025-06-14,2025-06-04,68378.35,-17.0,Y,Expired,Partner,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Expired
,C01343,West,Pro,2025-05-10,2026-03-15,46316.17,27.0,,,,INVALID,Missing subscription_id; Missing subscription_status,Nan
S002071,C01116,,,2025-10-11,,65548.72,26.0,Y,Trial,Inside Sales,VALID,No issues detected,Trial
S002072,C01651,South,Basic,2025-05-25,2025-03-27,68038.06,62.0,Y,,Inside Sales,INVALID,Renewal date earlier than signup date; Missing subscription_status,Nan
S002073,C00956,North,Growth,2024-02-10,2024-06-30,47713.11,-2.0,N,Expired,,INVALID,Discount_pct outside 0-100 range,Expired
S002074,C00878,,Enterprise,2024-05-31,,43369.69,-1.0,N,Trial,Partner,INVALID,Discount_pct outside 0-100 range,Trial
S002075,C00826,West,Basic,2024-03-26,2024-04-20,33428.09,146.0,,Active,Website,INVALID,Discount_pct outside 0-100 range,Active
S002076,C00987,South,Growth,2025-11-25,2026-05-07,41448.41,129.0,N,Active,Inside Sales,INVALID,Discount_pct outside 0-100 range,Active
S002077,C01295,,,2024-10-11,2024-12-03,6496.56,-4.0,Y,Active,Inside Sales,INVALID,Discount_pct outside 0-100 range,Active
S002078,C01422,East,Growth,2024-11-30,,49518.75,106.0,Y,Expired,Partner,INVALID,Discount_pct outside 0-100 range,Expired
S002079,C01509,East,,2024-08-17,2025-01-02,21515.18,0.0,N,Expired,Marketplace,VALID,No issues detected,Expired
,C00403,Central,Pro,2025-03-31,2026-03-06,22979.6,124.0,Y,Expired,Marketplace,INVALID,Missing subscription_id; Discount_pct outside 0-100 range,Expired
S002081,C00334,East,Enterprise,2024-07-24,2024-10-07,63928.22,-17.0,N,Expired,Marketplace,INVALID,Discount_pct outside 0-100 range,Expired
S002082,C01501,West,Enterprise,2025-01-27,2025-01-11,52777.83,114.0,Y,Expired,Marketplace,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Expired
S002083,C01700,West,,2025-11-05,2026-12-02,,130.0,,Expired,,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Expired
S002084,,South,Enterprise,2024-01-22,2024-08-29,3182.41,-2.0,Y,Trial,Inside Sales,INVALID,Missing customer_id; Discount_pct outside 0-100 range,Trial
,C00705,South,Basic,2025-07-04,2026-05-13,72724.03,-28.0,N,Expired,Inside Sales,INVALID,Missing subscription_id; Discount_pct outside 0-100 range,Expired
S002086,C01327,South,Pro,2024-08-28,2025-06-17,48479.95,140.0,Y,Active,Partner,INVALID,Discount_pct outside 0-100 range,Active
S002087,C01294,Central,Pro,2024-08-13,2025-08-19,51441.36,62.0,N,,,SUSPICIOUS,Missing subscription_status,Nan
,C01457,,Basic,2024-12-13,2025-06-17,,-21.0,,Trial,,INVALID,Missing subscription_id; Missing monthly_fee; Discount_pct outside 0-100 range,Trial
,C00496,,Basic,2025-08-28,,16069.42,4.0,N,Active,Website,INVALID,Missing subscription_id; Active subscription with missing/implausible renewal date,Active
S002090,C00067,,Enterprise,2024-09-03,2025-09-09,75502.68,114.0,Y,,Inside Sales,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002091,C00923,West,Basic,2024-01-16,2024-05-16,12458.74,-7.0,,,Marketplace,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002092,C01357,Central,Growth,2024-02-05,2024-06-04,15747.23,70.0,Y,Cancelled,Inside Sales,VALID,No issues detected,Cancelled
S002093,C01788,East,Growth,2024-07-20,2025-05-07,,24.0,,Trial,Partner,SUSPICIOUS,Missing monthly_fee,Trial
S002094,C00967,East,Enterprise,2024-03-31,,7172.01,0.0,,Trial,Partner,VALID,No issues detected,Trial
S002095,C00237,Central,Growth,2025-10-02,2026-09-09,68522.44,148.0,,Cancelled,Partner,INVALID,Discount_pct outside 0-100 range,Cancelled
S002096,,North,Enterprise,2025-10-07,,60823.25,146.0,Y,Cancelled,Inside Sales,INVALID,Missing customer_id; Discount_pct outside 0-100 range,Cancelled
S002097,C00866,East,Growth,2025-09-23,2025-10-31,11272.31,0.0,,Cancelled,Inside Sales,VALID,No issues detected,Cancelled
S002098,C01527,Central,,2025-10-27,2026-02-19,36529.24,-14.0,Y,,Partner,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002099,C01208,West,Growth,2024-10-30,2025-10-16,26530.28,48.0,Y,Expired,Inside Sales,VALID,No issues detected,Expired
S002100,C00407,North,,2024-11-15,2025-04-15,64991.13,0.0,N,Cancelled,Inside Sales,VALID,No issues detected,Cancelled
S002101,C01636,South,Enterprise,2025-05-28,2026-05-09,45167.74,0.0,,,,SUSPICIOUS,Missing subscription_status,Nan
S002102,C01103,North,Growth,2025-01-19,2025-02-23,29995.92,68.0,Y,Trial,Website,VALID,No issues detected,Trial
S002103,C00555,West,Growth,2025-06-16,2025-07-28,67610.69,-22.0,,Trial,Marketplace,INVALID,Discount_pct outside 0-100 range,Trial
,C00910,East,Basic,2025-07-25,2025-10-29,59228.62,0.0,Y,Expired,Marketplace,INVALID,Missing subscription_id,Expired
S002105,C01593,East,Enterprise,2025-08-12,2026-01-18,24732.24,25.0,Y,Trial,,VALID,No issues detected,Trial
S002106,C01365,,Growth,2024-11-04,2025-10-03,9125.19,-21.0,N,,Marketplace,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002107,C01701,,Pro,2024-08-19,,55379.14,0.0,Y,,,SUSPICIOUS,Missing subscription_status,Nan
S002108,C01470,East,Enterprise,2025-02-09,2025-11-27,50274.15,0.0,,,Inside Sales,SUSPICIOUS,Missing subscription_status,Nan
,,South,,2024-07-18,2025-03-25,43981.62,18.0,Y,,Marketplace,INVALID,Missing subscription_id; Missing customer_id; Missing subscription_status,Nan
S002110,C00915,West,,2024-01-02,2024-07-11,73917.81,60.0,Y,Trial,Partner,VALID,No issues detected,Trial
,C00051,North,Enterprise,2025-05-22,2026-02-26,6792.44,159.0,Y,,Partner,INVALID,Missing subscription_id; Discount_pct outside 0-100 range; Missing subscription_status,Nan
,C00326,,Growth,2025-07-09,2026-08-30,69863.83,0.0,Y,Cancelled,,INVALID,Missing subscription_id,Cancelled
S002113,C01393,North,Enterprise,2024-04-24,,63471.84,121.0,Y,Active,Partner,INVALID,Discount_pct outside 0-100 range; Active subscription with missing/implausible renewal date,Active
S002114,C00224,East,,2025-05-25,2026-04-28,,0.0,N,,Website,SUSPICIOUS,Missing monthly_fee; Missing subscription_status,Nan
S002115,C01058,Central,Pro,2024-11-22,2025-12-07,8811.48,112.0,N,Expired,Website,INVALID,Discount_pct outside 0-100 range,Expired
S002116,C00589,North,Basic,2025-05-19,2025-08-08,23427.19,0.0,N,,Partner,SUSPICIOUS,Missing subscription_status,Nan
S002117,C00756,East,,2025-11-16,,-43206.14,-16.0,,Trial,Website,INVALID,Negative monthly_fee; Discount_pct outside 0-100 range,Trial
S002118,C00955,,Enterprise,2024-12-21,,48500.96,152.0,Y,Trial,Marketplace,INVALID,Discount_pct outside 0-100 range,Trial
S002119,C00611,West,Basic,2024-10-30,2025-12-18,24482.12,129.0,N,,Marketplace,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002120,C01633,North,Basic,2025-01-01,2025-02-13,59628.75,-7.0,,Expired,,INVALID,Discount_pct outside 0-100 range,Expired
S002121,,Central,Basic,2024-07-03,2025-01-07,50337.57,0.0,Y,,Partner,INVALID,Missing customer_id; Missing subscription_status,Nan
S002122,C01448,West,Growth,2025-04-30,2025-06-12,56448.44,48.0,Y,Active,Inside Sales,VALID,No issues detected,Active
S002123,C01122,Central,Enterprise,2025-02-06,2026-01-19,16873.58,-30.0,Y,Expired,Inside Sales,INVALID,Discount_pct outside 0-100 range,Expired
S002124,C00059,West,Enterprise,2025-06-02,2025-05-05,3658.38,-15.0,,Trial,,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Trial
,C01736,West,,2024-09-21,2024-12-02,,144.0,,Active,Marketplace,INVALID,Missing subscription_id; Missing monthly_fee; Discount_pct outside 0-100 range,Active
,C01592,Central,Enterprise,2024-01-20,2024-03-23,57377.8,0.0,Y,Trial,Marketplace,INVALID,Missing subscription_id,Trial
S002127,C00321,West,Growth,2024-10-02,2024-12-05,59220.89,65.0,,Cancelled,Website,VALID,No issues detected,Cancelled
S002128,C01720,East,Basic,2025-08-20,2025-10-13,53479.41,152.0,Y,,Inside Sales,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002129,C01609,,Basic,2024-10-14,2024-08-18,26325.77,0.0,N,Trial,,INVALID,Renewal date earlier than signup date,Trial
S002130,C00353,East,,2025-06-13,2025-05-29,-65718.49,123.0,Y,Trial,,INVALID,Renewal date earlier than signup date; Negative monthly_fee; Discount_pct outside 0-100 range,Trial
S002131,C01057,Central,Basic,2025-08-27,2026-02-23,57004.52,9.0,N,Trial,Marketplace,VALID,No issues detected,Trial
S002132,C01713,West,Pro,2025-03-09,2025-05-14,77290.67,18.0,,Active,Marketplace,VALID,No issues detected,Active
S002133,C00289,South,Enterprise,2024-01-28,2024-05-11,79806.89,0.0,Y,Active,Marketplace,VALID,No issues detected,Active
S002134,C01189,North,Enterprise,2024-02-15,2024-04-19,,114.0,Y,Trial,Marketplace,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Trial
S002135,,Central,Basic,2024-11-04,2025-04-25,6412.99,51.0,,Trial,Partner,INVALID,Missing customer_id,Trial
S002136,C00733,Central,Pro,2024-01-03,2024-01-26,36971.27,0.0,N,,Partner,SUSPICIOUS,Missing subscription_status,Nan
,C00010,North,Basic,2025-06-13,2025-05-18,55706.58,0.0,N,Cancelled,Website,INVALID,Missing subscription_id; Renewal date earlier than signup date,Cancelled
S002138,C01797,East,Basic,2024-04-19,2024-11-22,-25462.26,0.0,Y,Expired,Partner,INVALID,Negative monthly_fee,Expired
S002139,C01000,,Enterprise,2025-03-09,2025-03-28,68516.91,46.0,Y,Active,Website,VALID,No issues detected,Active
S002140,C01375,Central,,2024-09-02,2025-07-30,,133.0,N,,Marketplace,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002141,C00062,East,,2024-09-03,2025-10-22,62292.11,0.0,,Cancelled,Marketplace,VALID,No issues detected,Cancelled
S002142,C00237,Central,Pro,2024-12-12,2025-02-01,12791.87,7.0,N,Cancelled,,VALID,No issues detected,Cancelled
S002143,C01736,North,Pro,2025-04-29,2025-03-28,1044.93,132.0,Y,Active,Marketplace,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Active
S002144,C01356,West,Growth,2025-03-31,2025-05-29,79299.05,-17.0,Y,Expired,,INVALID,Discount_pct outside 0-100 range,Expired
S002145,C01520,East,,2024-07-13,2024-06-13,78053.7,111.0,Y,Trial,,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Trial
S002146,C00603,West,Enterprise,2025-04-20,2025-08-14,38537.68,0.0,Y,Trial,Website,VALID,No issues detected,Trial
,C01034,North,Enterprise,2024-09-05,2025-05-30,26324.81,0.0,Y,Cancelled,,INVALID,Missing subscription_id,Cancelled
S002148,C00906,,Enterprise,2024-04-10,2024-06-17,35418.11,123.0,Y,Active,Website,INVALID,Discount_pct outside 0-100 range,Active
S002149,C00436,East,Basic,2024-03-28,2024-06-07,7829.19,-5.0,Y,,Website,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002150,C00478,West,Basic,2025-06-12,,42034.78,24.0,Y,Active,,SUSPICIOUS,Active subscription with missing/implausible renewal date,Active
S002151,C00042,North,Pro,2024-02-21,2025-03-05,44728.8,0.0,N,Trial,,VALID,No issues detected,Trial
S002152,C00417,Central,Pro,2024-07-08,2025-02-06,65598.38,137.0,Y,Trial,Website,INVALID,Discount_pct outside 0-100 range,Trial
S002153,C00902,South,,2025-01-16,,70922.13,0.0,,Expired,Website,VALID,No issues detected,Expired
S002154,C01214,North,Enterprise,2024-12-17,2025-06-07,11035.64,145.0,N,,Partner,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002155,C01023,,Growth,2024-04-16,2024-10-06,5703.34,0.0,N,Active,Partner,VALID,No issues detected,Active
S002156,C00686,,Enterprise,2025-04-08,2025-05-29,7254.08,70.0,Y,,,SUSPICIOUS,Missing subscription_status,Nan
S002157,C00161,South,,2024-05-25,2025-01-29,57220.15,0.0,N,Expired,Partner,VALID,No issues detected,Expired
S002158,C01049,South,,2025-06-16,2026-01-10,62232.66,0.0,N,Active,,VALID,No issues detected,Active
S002159,C01672,South,Basic,2025-03-02,2026-03-26,3965.25,122.0,Y,Cancelled,,INVALID,Discount_pct outside 0-100 range,Cancelled
S002160,C01763,East,Enterprise,2024-06-19,2024-09-21,72582.48,70.0,,Expired,Partner,VALID,No issues detected,Expired
S002161,C00106,North,Growth,2024-08-26,2025-07-20,24346.65,-10.0,,Cancelled,,INVALID,Discount_pct outside 0-100 range,Cancelled
S002162,C01467,South,,2025-07-10,2025-09-05,49800.62,0.0,N,Trial,Marketplace,VALID,No issues detected,Trial
S002163,C00416,,Pro,2025-10-29,2025-12-12,49218.16,-19.0,,Active,,INVALID,Discount_pct outside 0-100 range,Active
S002164,C00294,South,,2025-09-19,2025-11-24,,-10.0,Y,,Inside Sales,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002165,C01574,Central,,2025-09-11,2025-09-06,39531.69,146.0,N,Cancelled,Inside Sales,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Cancelled
S002166,C00463,East,Enterprise,2025-05-22,2025-12-25,1947.82,0.0,Y,Expired,Partner,VALID,No issues detected,Expired
S002167,C01448,South,Enterprise,2025-06-11,2026-05-08,41399.75,0.0,N,Active,Marketplace,VALID,No issues detected,Active
S002168,C00262,South,,2024-08-22,2025-09-09,31516.53,-20.0,,Cancelled,Inside Sales,INVALID,Discount_pct outside 0-100 range,Cancelled
S002169,C00115,South,,2025-02-19,,30649.85,64.0,Y,,Website,SUSPICIOUS,Missing subscription_status,Nan
S002170,C00961,North,Basic,2025-11-22,2026-02-15,28156.44,0.0,Y,Expired,Website,VALID,No issues detected,Expired
S002171,C00810,West,Growth,2025-03-19,2026-02-17,28419.19,31.0,N,Active,,VALID,No issues detected,Active
S002172,C00847,West,Basic,2025-07-26,2025-06-13,,4.0,Y,Cancelled,Website,INVALID,Renewal date earlier than signup date; Missing monthly_fee,Cancelled
S002173,C01266,South,Growth,2024-04-22,2025-03-11,32303.79,116.0,N,,,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002174,C01772,Central,,2024-01-30,2025-02-04,64594.13,-8.0,Y,Expired,Inside Sales,INVALID,Discount_pct outside 0-100 range,Expired
S002175,C00487,East,Growth,2025-04-21,2025-12-11,50300.24,-12.0,N,Cancelled,,INVALID,Discount_pct outside 0-100 range,Cancelled
S002176,C01670,South,Growth,2025-11-02,2026-03-06,23834.44,44.0,,Cancelled,Partner,VALID,No issues detected,Cancelled
S002177,C00715,North,Enterprise,2025-07-15,2025-06-13,51685.3,-15.0,Y,Expired,Website,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Expired
S002178,,East,Enterprise,2025-11-30,2026-03-31,14604.31,141.0,Y,Active,Inside Sales,INVALID,Missing customer_id; Discount_pct outside 0-100 range,Active
S002179,C00159,South,Enterprise,2025-08-14,2026-07-07,4216.58,-9.0,,Trial,Website,INVALID,Discount_pct outside 0-100 range,Trial
S002180,C00818,North,Basic,2024-11-24,,5027.98,0.0,N,Expired,,VALID,No issues detected,Expired
S002181,C00266,Central,Pro,2025-03-01,2026-04-19,21966.56,-27.0,,Trial,Partner,INVALID,Discount_pct outside 0-100 range,Trial
S002182,C00395,West,,2025-10-09,,,-22.0,,Cancelled,Marketplace,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Cancelled
S002183,C00242,South,,2024-02-25,2024-10-17,67752.39,0.0,Y,Expired,,VALID,No issues detected,Expired
S002184,C01447,,Growth,2025-10-16,2026-06-14,45801.0,146.0,N,Cancelled,Partner,INVALID,Discount_pct outside 0-100 range,Cancelled
S002185,C01415,,,2025-02-27,2026-02-18,39798.54,0.0,N,Expired,Website,VALID,No issues detected,Expired
S002186,C00385,West,Basic,2024-06-27,2025-04-04,73665.38,110.0,Y,,Partner,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002187,C01670,West,,2025-11-19,2026-01-26,43605.77,-27.0,,,,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002188,C00510,North,,2024-06-27,2025-03-23,60945.53,106.0,N,Expired,Website,INVALID,Discount_pct outside 0-100 range,Expired
S002189,C01387,North,Enterprise,2024-04-02,2025-05-03,75771.7,6.0,Y,,Partner,SUSPICIOUS,Missing subscription_status,Nan
S002190,C01629,,Pro,2025-04-07,2025-02-07,18962.93,31.0,N,Expired,,INVALID,Renewal date earlier than signup date,Expired
S002191,C00615,Central,Pro,2025-09-15,2026-02-24,22811.88,-18.0,,Active,Partner,INVALID,Discount_pct outside 0-100 range,Active
S002192,C00811,South,Enterprise,2024-05-12,2024-10-20,42854.45,-19.0,,Expired,Marketplace,INVALID,Discount_pct outside 0-100 range,Expired
S002193,C00463,,Basic,2024-04-13,,42701.5,-27.0,,Cancelled,Marketplace,INVALID,Discount_pct outside 0-100 range,Cancelled
S002194,C00949,West,Growth,2025-02-03,2025-08-16,68650.84,133.0,,Cancelled,Marketplace,INVALID,Discount_pct outside 0-100 range,Cancelled
S002195,C01198,South,Basic,2025-08-16,2026-03-06,,-17.0,Y,Active,Website,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Active
S002196,C01555,Central,Growth,2025-08-12,2026-03-29,,-13.0,Y,,,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002197,C01510,Central,Basic,2024-06-11,,68934.09,11.0,,Cancelled,,VALID,No issues detected,Cancelled
S002198,C01429,Central,Basic,2025-06-20,2025-10-03,78705.92,39.0,Y,,,SUSPICIOUS,Missing subscription_status,Nan
S002199,C00803,West,Pro,2024-05-12,2024-03-29,47177.27,114.0,,Active,Marketplace,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Active
S002200,C00493,,Enterprise,2024-11-29,2025-05-26,25692.78,0.0,Y,,Marketplace,SUSPICIOUS,Missing subscription_status,Nan
S002201,C01071,,,2025-05-16,2025-10-17,41418.0,14.0,,,Marketplace,SUSPICIOUS,Missing subscription_status,Nan
S002202,C01438,,Basic,2024-05-02,2024-08-29,56478.42,128.0,,Trial,Inside Sales,INVALID,Discount_pct outside 0-100 range,Trial
S002203,,,Basic,2025-09-06,2026-02-14,25936.71,-10.0,,Expired,Partner,INVALID,Missing customer_id; Discount_pct outside 0-100 range,Expired
S002204,C01423,,Pro,2024-12-03,,36297.94,-11.0,N,Active,Partner,INVALID,Discount_pct outside 0-100 range; Active subscription with missing/implausible renewal date,Active
S002205,C01714,East,Basic,2025-01-09,2025-09-20,20112.53,154.0,Y,Cancelled,,INVALID,Discount_pct outside 0-100 range,Cancelled
S002206,C00679,,,2025-02-23,2025-01-09,37183.22,0.0,N,Active,Website,INVALID,Renewal date earlier than signup date,Active
S002207,C01347,North,Basic,2024-07-23,2024-07-01,12064.34,-2.0,,Trial,Website,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range,Trial
S002208,C01550,Central,Growth,2025-06-09,2025-07-14,38885.66,142.0,N,Cancelled,Marketplace,INVALID,Discount_pct outside 0-100 range,Cancelled
S002209,C00999,North,Pro,2025-08-07,,25011.17,119.0,N,Expired,Inside Sales,INVALID,Discount_pct outside 0-100 range,Expired
S002210,C00481,Central,Growth,2024-12-10,2025-06-18,861.51,0.0,,Trial,Marketplace,VALID,No issues detected,Trial
S002211,C00125,East,Growth,2025-08-20,,16443.33,0.0,N,,Website,SUSPICIOUS,Missing subscription_status,Nan
S002212,C00281,,Growth,2024-02-26,2024-07-30,75093.56,31.0,N,Trial,Marketplace,VALID,No issues detected,Trial
S002213,C01276,West,,2024-01-28,2024-02-28,26726.57,155.0,,Expired,,INVALID,Discount_pct outside 0-100 range,Expired
S002214,C00335,North,Growth,2024-04-05,2025-04-11,5617.35,151.0,,Trial,,INVALID,Discount_pct outside 0-100 range,Trial
S002215,C01774,North,,2024-09-26,2025-08-06,69505.88,-15.0,Y,Trial,Marketplace,INVALID,Discount_pct outside 0-100 range,Trial
S002216,C00463,East,Enterprise,2024-01-06,2024-03-20,6836.07,114.0,,,Partner,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002217,C01099,Central,,2024-01-08,2024-03-18,13116.45,21.0,,Expired,Inside Sales,VALID,No issues detected,Expired
S002218,C00453,West,Pro,2024-06-04,2025-03-25,65385.7,44.0,Y,Trial,Partner,VALID,No issues detected,Trial
S002219,C00506,South,Enterprise,2024-02-22,,8331.85,0.0,N,,Inside Sales,SUSPICIOUS,Missing subscription_status,Nan
S002220,C00574,South,Pro,2025-01-15,2025-05-04,47853.85,-8.0,,Cancelled,Partner,INVALID,Discount_pct outside 0-100 range,Cancelled
S002221,C01154,South,Growth,2024-10-18,2025-05-19,55690.03,0.0,,Expired,Inside Sales,VALID,No issues detected,Expired
S002222,C00290,East,Enterprise,2025-11-03,2026-11-16,9630.44,0.0,,Trial,Website,VALID,No issues detected,Trial
S002223,C00952,North,Growth,2024-02-20,,71137.11,-12.0,Y,Trial,Website,INVALID,Discount_pct outside 0-100 range,Trial
S002224,C00708,South,Growth,2024-09-24,2024-12-04,44890.54,-27.0,N,Expired,Website,INVALID,Discount_pct outside 0-100 range,Expired
S002225,C01554,North,Enterprise,2024-11-13,2025-04-04,62984.56,-6.0,N,Active,Inside Sales,INVALID,Discount_pct outside 0-100 range,Active
S002226,C00297,North,Pro,2024-06-22,2024-07-16,63103.61,132.0,,Active,Inside Sales,INVALID,Discount_pct outside 0-100 range,Active
S002227,C00507,North,Growth,2025-08-23,2025-07-01,65087.45,0.0,,Cancelled,Partner,INVALID,Renewal date earlier than signup date,Cancelled
S002228,C00234,Central,Basic,2024-12-03,2025-03-06,18330.36,0.0,Y,,Inside Sales,SUSPICIOUS,Missing subscription_status,Nan
,C00926,West,Enterprise,2024-06-12,2025-04-10,27106.3,53.0,N,,,INVALID,Missing subscription_id; Missing subscription_status,Nan
S002230,C01793,South,,2025-10-12,2026-03-13,,0.0,,,Partner,SUSPICIOUS,Missing monthly_fee; Missing subscription_status,Nan
S002231,C00833,East,Basic,2025-11-29,2026-10-13,50626.91,2.0,Y,,Partner,SUSPICIOUS,Missing subscription_status,Nan
S002232,C01446,West,Growth,2024-05-06,2025-04-30,63050.53,0.0,Y,Active,,VALID,No issues detected,Active
S002233,C01049,Central,Enterprise,2025-03-04,2025-09-09,49744.05,154.0,,Trial,Partner,INVALID,Discount_pct outside 0-100 range,Trial
S002234,,East,,2024-03-07,2024-02-09,16261.66,102.0,,,Website,INVALID,Missing customer_id; Renewal date earlier than signup date; Discount_pct outside 0-100 range; Missing subscription_status,Nan
,C00351,South,Basic,2024-12-19,2026-01-07,,0.0,,Active,Partner,INVALID,Missing subscription_id; Missing monthly_fee,Active
S002236,C01221,,Basic,2024-01-20,2023-11-26,51199.14,111.0,N,,,INVALID,Renewal date earlier than signup date; Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002237,C01491,,Enterprise,2025-03-15,,3181.73,0.0,N,Active,Partner,SUSPICIOUS,Active subscription with missing/implausible renewal date,Active
S002238,C00738,Central,Growth,2025-04-12,2025-11-16,79986.42,116.0,Y,Expired,Website,INVALID,Discount_pct outside 0-100 range,Expired
S002239,C00414,Central,Basic,2025-05-18,2025-06-09,71234.26,0.0,N,Cancelled,,VALID,No issues detected,Cancelled
S002240,,,Basic,2025-07-20,2025-12-04,56955.68,23.0,N,Active,Inside Sales,INVALID,Missing customer_id,Active
S002241,C01529,North,Growth,2025-06-02,2026-03-14,76354.16,58.0,N,Expired,Partner,VALID,No issues detected,Expired
S002242,C01231,South,Pro,2024-04-13,2024-12-21,9470.86,0.0,N,Trial,Partner,VALID,No issues detected,Trial
S002243,C00110,West,Growth,2024-02-13,2024-11-18,61317.03,17.0,Y,Cancelled,Marketplace,VALID,No issues detected,Cancelled
S002244,C01542,North,Growth,2025-05-11,2026-01-10,16516.4,-26.0,N,,Inside Sales,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002245,C00433,East,Pro,2025-01-16,2025-07-14,2753.83,0.0,,Cancelled,,VALID,No issues detected,Cancelled
S002246,C01299,,,2025-04-14,2026-01-27,58829.85,150.0,N,Trial,Website,INVALID,Discount_pct outside 0-100 range,Trial
S002247,C00296,Central,Basic,2025-05-12,2025-08-17,,3.0,,Trial,Website,SUSPICIOUS,Missing monthly_fee,Trial
S002248,,Central,,2025-09-24,2026-06-02,,0.0,N,Cancelled,Website,INVALID,Missing customer_id; Missing monthly_fee,Cancelled
S002249,C00775,South,,2025-07-14,2026-07-04,10182.85,9.0,N,Cancelled,Partner,VALID,No issues detected,Cancelled
S002250,C01406,North,,2024-12-25,2025-12-24,-8972.74,0.0,Y,Cancelled,,INVALID,Negative monthly_fee,Cancelled
,C00060,West,Growth,2025-02-03,2025-05-12,8559.62,0.0,Y,Trial,,INVALID,Missing subscription_id,Trial
S002252,C00989,Central,,2024-03-25,2024-05-01,54789.02,151.0,N,,Marketplace,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002253,C00413,East,Basic,2024-07-14,2025-08-25,32539.76,140.0,Y,Cancelled,Marketplace,INVALID,Discount_pct outside 0-100 range,Cancelled
S002254,C01259,North,Growth,2025-11-24,2026-08-23,11779.87,0.0,N,,Partner,SUSPICIOUS,Missing subscription_status,Nan
S002255,C00362,North,,2025-07-28,2025-08-31,,117.0,Y,Cancelled,,INVALID,Missing monthly_fee; Discount_pct outside 0-100 range,Cancelled
S002256,C00925,Central,Growth,2024-07-29,2025-08-16,23136.28,0.0,N,Expired,Inside Sales,VALID,No issues detected,Expired
S002257,C00071,East,,2024-04-11,2024-10-31,23080.45,-6.0,,Trial,Website,INVALID,Discount_pct outside 0-100 range,Trial
S002258,C00918,,,2025-02-23,2026-04-04,67614.53,0.0,Y,Cancelled,Inside Sales,VALID,No issues detected,Cancelled
S002259,C00258,Central,,2025-08-21,,19802.8,136.0,,Trial,Website,INVALID,Discount_pct outside 0-100 range,Trial
S002260,C01717,North,Growth,2025-01-29,2025-08-25,65230.14,0.0,N,Trial,Partner,VALID,No issues detected,Trial
S002261,C01173,West,Basic,2025-03-15,2025-08-22,67401.82,127.0,N,,Inside Sales,INVALID,Discount_pct outside 0-100 range; Missing subscription_status,Nan
S002262,C01333,North,Growth,2025-07-05,2026-05-05,31787.38,125.0,N,Trial,Partner,INVALID,Discount_pct outside 0-100 range,Trial
S002263,C01301,South,,2025-06-25,2025-12-21,54254.76,5.0,,,Website,SUSPICIOUS,Missing subscription_status,Nan
